MODE	GAMMA	C	NGRAM	BOW	F1 AVG	Round 1	Round 2	Round 3	Round 4	Round 5	Round 6	Round 7	Round 8	Round 9	Round 10
svm ln stem neg1	0	10	[2, 3]	124	0.5708	0.608	0.5882	0.5621	0.531	0.5652	0.5931	0.528	0.6331	0.5753	0.5238
svm ln stem neg1	0	1000	[2, 3]	150	0.6145	0.5625	0.6277	0.5455	0.589	0.6562	0.6525	0.6623	0.625	0.6133	0.6111
svm ln stem neg1	0	100000	[2, 3]	174	0.5882	0.5273	0.6176	0.6197	0.6618	0.5946	0.5248	0.5942	0.5827	0.5926	0.5672
svm ln stem neg1	0	10	[2, 3]	200	0.6132	0.6098	0.6061	0.6809	0.6259	0.6438	0.5366	0.5778	0.6667	0.6154	0.5688
svm ln stem freq	0	10	[1]	50	0.6024	0.5676	0.5401	0.5211	0.7229	0.642	0.6111	0.6303	0.6061	0.5532	0.6296
svm ln stem freq	0	10	[1]	74	0.607	0.604	0.5405	0.6234	0.6818	0.5468	0.5906	0.6272	0.6456	0.585	0.625
svm ln stem freq	0	10	[1]	100	0.6251	0.6329	0.686	0.6335	0.7239	0.6259	0.6069	0.6038	0.5949	0.5939	0.5493
svm ln stem freq	0	10	[1]	124	0.6387	0.6887	0.6405	0.6395	0.6424	0.6579	0.6667	0.5306	0.5714	0.6629	0.6864
svm ln stem freq	0	10	[1]	150	0.6226	0.7234	0.5793	0.5695	0.6304	0.6027	0.6739	0.5844	0.6142	0.5818	0.6667
svm ln stem freq	0	10	[1]	174	0.6441	0.7143	0.6587	0.5867	0.6429	0.6575	0.6102	0.6275	0.6788	0.649	0.6154
svm ln stem freq	0	10	[1]	200	0.6457	0.6282	0.593	0.6456	0.6174	0.6982	0.6447	0.68	0.686	0.6265	0.6375
svm ln stem freq	0	10	[1, 2]	50	0.6549	0.5844	0.6463	0.5882	0.6301	0.7123	0.7195	0.7119	0.6812	0.6536	0.6216
svm ln stem freq	0	10	[1, 2]	74	0.6304	0.4872	0.646	0.585	0.6065	0.6826	0.5891	0.7101	0.6471	0.6879	0.6623
svm ln stem freq	0	10	[1, 2]	100	0.6664	0.6584	0.6165	0.7166	0.6154	0.6826	0.6993	0.7105	0.6267	0.6074	0.7303
svm ln stem freq	0	10	[1, 2]	124	0.6837	0.7066	0.6667	0.6914	0.6765	0.6713	0.6901	0.68	0.7273	0.6818	0.6452
svm ln stem freq	0	10	[1, 2]	150	0.6593	0.6703	0.7013	0.6626	0.6974	0.6452	0.6514	0.6471	0.679	0.6309	0.6076
svm ln stem freq	0	10	[1, 2]	174	0.6611	0.7059	0.6848	0.6125	0.6065	0.6424	0.7241	0.649	0.7374	0.6027	0.646
svm ln stem freq	0	10	[1, 2]	200	0.6803	0.7191	0.6506	0.5811	0.7196	0.6914	0.6826	0.7052	0.72	0.6897	0.6434
svm ln stem freq	0	10	[1, 2, 3]	50	0.6625	0.6531	0.6331	0.7531	0.6038	0.6543	0.6543	0.6405	0.6986	0.7018	0.6329
svm ln stem freq	0	10	[1, 2, 3]	74	0.6639	0.7007	0.6821	0.6627	0.625	0.6713	0.6164	0.6494	0.6864	0.695	0.6497
svm ln stem freq	0	10000	[1, 2, 3]	100	0.6705	0.6711	0.6712	0.65	0.6826	0.6784	0.6923	0.6667	0.6712	0.6709	0.6509
svm ln stem freq	0	10	[1, 2, 3]	124	0.664	0.5897	0.6977	0.7059	0.7168	0.6667	0.6122	0.6914	0.5839	0.6623	0.7135
svm ln stem freq	0	10	[1, 2, 3]	150	0.6813	0.7283	0.7561	0.702	0.65	0.6905	0.6438	0.5882	0.5694	0.7486	0.7362
svm ln stem freq	0	10	[1, 2, 3]	174	0.6726	0.6216	0.5833	0.6667	0.6184	0.6667	0.747	0.717	0.7081	0.7229	0.6747
svm ln stem freq	0	10	[1, 2, 3]	200	0.6803	0.734	0.7746	0.6667	0.6835	0.6784	0.5867	0.7317	0.6429	0.6294	0.6752
svm ln stem freq	0	10	[2, 3]	50	0.5437	0.5185	0.4248	0.5797	0.5312	0.5397	0.6222	0.5263	0.6351	0.4531	0.6061
svm ln stem freq	0	10	[2, 3]	74	0.5598	0.6316	0.6569	0.5075	0.6176	0.5224	0.5075	0.55	0.4381	0.6296	0.5366
svm ln stem freq	0	10	[2, 3]	100	0.5864	0.675	0.5077	0.5294	0.5891	0.5574	0.5873	0.5891	0.5772	0.6286	0.6234
svm ln stem freq	0	10	[2, 3]	124	0.6059	0.5974	0.589	0.5839	0.7397	0.5041	0.5736	0.6207	0.6087	0.6323	0.6099
svm ln stem freq	0	10	[2, 3]	150	0.6179	0.6212	0.6029	0.6623	0.6241	0.6053	0.5839	0.6567	0.6289	0.6013	0.5926
svm ln stem freq	0	10	[2, 3]	174	0.6148	0.6154	0.625	0.6452	0.6076	0.6883	0.5344	0.6667	0.5942	0.6038	0.5674
svm ln stem freq	0	10	[2, 3]	200	0.6475	0.6569	0.6131	0.6377	0.6567	0.6164	0.641	0.6622	0.6577	0.6711	0.6623
svm ln lemma posneg	0	10	[1]	50	0.5885	0.638	0.6438	0.6154	0.4923	0.6543	0.5366	0.5827	0.559	0.6043	0.5584
svm ln lemma posneg	0	10	[1]	74	0.6151	0.5899	0.6479	0.6386	0.6234	0.6115	0.596	0.5366	0.6806	0.5802	0.646
svm ln lemma posneg	0	10	[1]	100	0.6251	0.6108	0.6584	0.6536	0.6486	0.6061	0.6234	0.5833	0.5362	0.6988	0.6316
svm ln lemma posneg	0	10	[1]	124	0.6189	0.535	0.6119	0.5968	0.6705	0.6118	0.5658	0.6404	0.7459	0.6053	0.6053
svm ln lemma posneg	0	10	[1]	150	0.6349	0.5749	0.5985	0.642	0.6627	0.6623	0.6829	0.6415	0.6044	0.6714	0.6087
svm ln lemma posneg	0	10	[1]	174	0.6331	0.6182	0.5828	0.593	0.6667	0.7039	0.6667	0.6623	0.5714	0.6533	0.6131
svm ln lemma posneg	0	10	[1]	200	0.6258	0.5946	0.6456	0.612	0.6497	0.6369	0.5503	0.6746	0.6705	0.622	0.6015
svm ln lemma posneg	0	10	[1, 2]	50	0.6505	0.5556	0.6349	0.7261	0.6667	0.6986	0.7018	0.641	0.6122	0.6667	0.6014
svm ln lemma posneg	0	10	[1, 2]	74	0.6521	0.6849	0.6506	0.6067	0.6225	0.6049	0.738	0.6625	0.589	0.6748	0.6867
svm ln lemma posneg	0	10	[1, 2]	100	0.663	0.5571	0.6405	0.6624	0.6623	0.7465	0.7303	0.6053	0.6258	0.6941	0.7059
svm ln lemma posneg	0	10	[1, 2]	124	0.6645	0.6517	0.6556	0.6627	0.6111	0.702	0.7347	0.7485	0.6746	0.6093	0.5946
svm ln lemma posneg	0	10	[1, 2]	150	0.6689	0.6667	0.6486	0.6941	0.6503	0.7251	0.6622	0.6503	0.6173	0.6962	0.6782
svm ln lemma posneg	0	1000	[1, 2]	174	0.675	0.6761	0.6438	0.6748	0.703	0.6803	0.5988	0.6514	0.7342	0.7283	0.6591
svm ln lemma posneg	0	100000	[1, 2]	200	0.6863	0.641	0.7226	0.7394	0.7079	0.6503	0.7547	0.6946	0.6582	0.6538	0.64
svm ln lemma posneg	0	10	[1, 2, 3]	50	0.645	0.6234	0.65	0.5828	0.6309	0.6914	0.6821	0.65	0.6579	0.6483	0.6338
svm ln lemma posneg	0	10	[1, 2, 3]	74	0.6589	0.6443	0.675	0.7018	0.5811	0.6289	0.6708	0.6627	0.6842	0.6782	0.6617
svm ln lemma posneg	0	10	[1, 2, 3]	100	0.6485	0.6415	0.6351	0.6709	0.6405	0.6184	0.5868	0.6234	0.6705	0.7211	0.6771
svm ln lemma posneg	0	10	[1, 2, 3]	124	0.6761	0.6968	0.6919	0.6809	0.7186	0.6012	0.7104	0.6575	0.687	0.6667	0.65
svm ln lemma posneg	0	100	[1, 2, 3]	150	0.6713	0.6744	0.6928	0.6875	0.6971	0.679	0.6467	0.6294	0.7219	0.6133	0.6707
svm ln lemma posneg	0	10	[1, 2, 3]	174	0.6766	0.7845	0.6812	0.6242	0.6746	0.6144	0.7368	0.6225	0.7241	0.6038	0.6995
svm ln lemma posneg	0	100000	[1, 2, 3]	200	0.6676	0.6629	0.7399	0.6415	0.679	0.6056	0.5797	0.6708	0.6667	0.75	0.68
svm ln lemma posneg	0	10	[2, 3]	50	0.56	0.5303	0.5503	0.5424	0.5156	0.5625	0.6087	0.6308	0.5714	0.4812	0.6069
svm ln lemma posneg	0	10	[2, 3]	74	0.5883	0.6184	0.5833	0.6026	0.6133	0.6015	0.5694	0.5455	0.6081	0.5479	0.5932
svm ln lemma posneg	0	10	[2, 3]	100	0.616	0.6853	0.6323	0.6242	0.5429	0.5906	0.5636	0.6909	0.6061	0.5873	0.6364
svm ln lemma posneg	0	10	[2, 3]	124	0.6116	0.6279	0.6928	0.5752	0.6309	0.6405	0.5532	0.4889	0.6667	0.649	0.5909
svm ln lemma posneg	0	10	[2, 3]	150	0.628	0.6395	0.6832	0.6074	0.5857	0.6129	0.56	0.5963	0.6708	0.6757	0.649
svm ln lemma posneg	0	10	[2, 3]	174	0.6574	0.6543	0.6846	0.6769	0.604	0.68	0.6338	0.6709	0.7262	0.5974	0.6463
svm ln lemma posneg	0	10	[2, 3]	200	0.668	0.7101	0.6919	0.6918	0.7059	0.6667	0.6826	0.6331	0.625	0.6197	0.6531
svm ln lemma pos1	0	10	[1]	50	0.6171	0.6415	0.5839	0.559	0.5854	0.6286	0.6353	0.6211	0.6369	0.6774	0.6023
svm ln lemma pos1	0	10	[1]	74	0.6034	0.5989	0.5935	0.6104	0.6329	0.6424	0.5526	0.5677	0.6467	0.6125	0.5767
svm ln lemma pos1	0	10	[1]	100	0.5928	0.6667	0.557	0.5802	0.4964	0.6243	0.6111	0.6747	0.4823	0.6049	0.6301
svm ln lemma pos1	0	10	[1]	124	0.6155	0.631	0.7086	0.5823	0.6049	0.5605	0.6552	0.585	0.6024	0.6329	0.5922
svm ln lemma pos1	0	10	[1]	150	0.6231	0.6667	0.6842	0.6627	0.566	0.6316	0.638	0.5844	0.6517	0.5309	0.6145
svm ln lemma pos1	0	10	[1]	174	0.5981	0.6667	0.6073	0.5977	0.557	0.5301	0.589	0.5294	0.65	0.6242	0.6296
svm ln lemma pos1	0	10	[1]	200	0.6254	0.5379	0.6303	0.6744	0.6889	0.6708	0.6013	0.5935	0.612	0.6329	0.6118
svm ln lemma pos1	0	10	[1, 2]	50	0.6447	0.6667	0.6154	0.6704	0.686	0.6452	0.6543	0.6118	0.6145	0.6885	0.5939
svm ln lemma pos1	0	10	[1, 2]	74	0.6598	0.6703	0.7053	0.6013	0.655	0.641	0.6738	0.6667	0.6936	0.6522	0.6391
svm ln lemma pos1	0	10	[1, 2]	100	0.6638	0.6624	0.6626	0.7006	0.6957	0.6296	0.6707	0.6851	0.6588	0.6061	0.6667
svm ln lemma pos1	0	10	[1, 2]	124	0.6667	0.6867	0.6538	0.6923	0.679	0.6821	0.6477	0.6816	0.7018	0.6242	0.6182
svm ln lemma pos1	0	10	[1, 2]	150	0.6758	0.6369	0.7033	0.6272	0.6364	0.6228	0.7152	0.7108	0.6994	0.6667	0.7396
svm ln lemma pos1	0	10	[1, 2]	174	0.6841	0.7079	0.6375	0.7273	0.6946	0.6667	0.7039	0.7232	0.6821	0.64	0.6582
svm ln lemma pos1	0	10	[1, 2]	200	0.6836	0.6588	0.7381	0.6272	0.6932	0.6982	0.6667	0.6982	0.7374	0.6588	0.6592
svm ln lemma pos1	0	10	[1, 2, 3]	50	0.6548	0.6901	0.6782	0.6335	0.7179	0.5488	0.6788	0.6875	0.7039	0.5466	0.6629
svm ln lemma pos1	0	10	[1, 2, 3]	74	0.6567	0.6952	0.6667	0.7101	0.6282	0.6702	0.6512	0.4937	0.6744	0.6914	0.6864
svm ln lemma pos1	0	10	[1, 2, 3]	100	0.6617	0.6626	0.5818	0.6514	0.6494	0.6702	0.7033	0.6932	0.6667	0.6316	0.7065
svm ln lemma pos1	0	10	[1, 2, 3]	124	0.67	0.631	0.7045	0.7135	0.631	0.7011	0.6667	0.6012	0.7403	0.6444	0.6667
svm ln lemma pos1	0	10	[1, 2, 3]	150	0.6678	0.6667	0.6918	0.6759	0.6386	0.6585	0.6333	0.6597	0.7243	0.6076	0.7216
svm ln lemma pos1	0	10	[1, 2, 3]	174	0.6814	0.6776	0.6375	0.7045	0.6625	0.6747	0.5987	0.6591	0.7337	0.7045	0.7609
svm ln lemma pos1	0	10	[1, 2, 3]	200	0.6902	0.6347	0.7604	0.6667	0.7081	0.6854	0.6816	0.7176	0.7375	0.6438	0.6667
svm ln lemma pos1	0	10	[2, 3]	50	0.4234	0.0213	0.6339	0.1509	0.6698	0.7311	0.6009	0.08	0.7157	0.0213	0.6095
svm ln lemma pos1	0	10	[2, 3]	74	0.6742	0.5895	0.6965	0.6869	0.6537	0.6243	0.6947	0.7455	0.6966	0.6738	0.6806
svm ln lemma pos1	0	10	[2, 3]	100	0.6808	0.6595	0.6845	0.7257	0.76	0.6272	0.6818	0.6471	0.7075	0.6383	0.6768
svm ln lemma pos1	0	10	[2, 3]	124	0.6872	0.703	0.6744	0.6852	0.6497	0.6477	0.6519	0.6989	0.7128	0.7234	0.7245
svm ln lemma pos1	0	10	[2, 3]	150	0.6784	0.6519	0.587	0.7488	0.6557	0.6559	0.6919	0.6769	0.7	0.6848	0.7312
svm ln lemma pos1	0	10	[2, 3]	174	0.6885	0.6804	0.6562	0.74	0.6559	0.6872	0.7293	0.6738	0.6625	0.7216	0.6776
svm ln lemma pos1	0	10	[2, 3]	200	0.6803	0.6631	0.6798	0.7027	0.663	0.6811	0.6915	0.6813	0.679	0.6776	0.6839
svm ln lemma neg1	0	10	[1]	50	0.5081	0.5816	0.5106	0.5455	0.4127	0.4496	0.45	0.5255	0.5	0.5714	0.5342
svm ln lemma neg1	0	10	[1]	74	0.5427	0.5405	0.5075	0.5732	0.5469	0.5655	0.625	0.5417	0.5588	0.448	0.5203
svm ln lemma neg1	0	10	[1]	100	0.5231	0.5755	0.5556	0.6275	0.5255	0.4078	0.4755	0.518	0.4806	0.4697	0.5949
svm ln lemma neg1	0	10	[1]	124	0.5287	0.5588	0.5442	0.4194	0.5286	0.5714	0.5235	0.5775	0.4	0.6	0.5634
svm ln lemma neg1	0	10	[1]	150	0.5227	0.5442	0.5085	0.5621	0.5802	0.561	0.5571	0.4964	0.458	0.4839	0.4755
svm ln lemma neg1	0	10	[1]	174	0.5295	0.4762	0.4706	0.5246	0.5556	0.4672	0.5897	0.4857	0.5867	0.5373	0.6014
svm ln lemma neg1	0	10	[1]	200	0.5559	0.5067	0.5563	0.5625	0.6	0.4965	0.4733	0.6242	0.5342	0.5985	0.6065
svm ln lemma neg1	0	10	[1, 2]	50	0.5778	0.5	0.5909	0.5882	0.5468	0.5652	0.6142	0.5772	0.6216	0.6	0.5734
svm ln lemma neg1	0	10	[1, 2]	74	0.6121	0.6104	0.6131	0.6269	0.5816	0.6579	0.5926	0.5942	0.6081	0.6076	0.6282
svm ln lemma neg1	0	10	[1, 2]	100	0.5921	0.5987	0.637	0.6165	0.5581	0.5652	0.4733	0.6329	0.6093	0.6667	0.5634
svm ln lemma neg1	0	10	[1, 2]	124	0.6047	0.5873	0.5906	0.5714	0.5655	0.6479	0.6456	0.5882	0.6389	0.5638	0.6475
svm ln lemma neg1	0	10	[1, 2]	150	0.6075	0.7027	0.6173	0.6265	0.5041	0.4868	0.6364	0.72	0.5793	0.5802	0.6222
svm ln lemma neg1	0	10	[1, 2]	174	0.6191	0.6575	0.6767	0.6621	0.6289	0.5532	0.6061	0.5235	0.5693	0.6545	0.6588
svm ln lemma neg1	0	10	[1, 2]	200	0.6043	0.5106	0.6013	0.5714	0.6296	0.6286	0.6222	0.6133	0.5946	0.5818	0.6897
svm ln lemma neg1	0	10	[1, 2, 3]	50	0.5747	0.541	0.5455	0.5191	0.6538	0.6074	0.563	0.4918	0.6538	0.6358	0.5354
svm ln lemma neg1	0	10	[1, 2, 3]	74	0.5902	0.5652	0.5758	0.6267	0.5294	0.5669	0.5616	0.6861	0.6174	0.6329	0.5399
svm ln lemma neg1	0	10	[1, 2, 3]	100	0.6086	0.6803	0.458	0.5714	0.6341	0.5753	0.695	0.641	0.6486	0.5974	0.5844
svm ln lemma neg1	0	10	[1, 2, 3]	124	0.6124	0.6241	0.6087	0.5352	0.5362	0.6377	0.6528	0.6122	0.6577	0.6323	0.6267
svm ln lemma neg1	0	10	[1, 2, 3]	150	0.6346	0.6757	0.5695	0.5156	0.6143	0.6522	0.6849	0.6626	0.6364	0.6182	0.717
svm ln lemma neg1	0	10	[1, 2, 3]	174	0.6267	0.5985	0.6289	0.5906	0.6232	0.6194	0.7368	0.6483	0.6027	0.5426	0.6757
svm ln lemma neg1	0	10	[1, 2, 3]	200	0.6397	0.6867	0.6533	0.7407	0.6232	0.6197	0.6475	0.6613	0.6027	0.6438	0.518
svm ln lemma neg1	0	10	[2, 3]	50	0.5431	0.5909	0.4921	0.5538	0.4786	0.604	0.5426	0.4793	0.5538	0.5912	0.5441
svm ln lemma neg1	0	10	[2, 3]	74	0.544	0.5775	0.5479	0.5185	0.5455	0.5455	0.6275	0.6443	0.4806	0.4274	0.5254
svm ln lemma neg1	0	10	[2, 3]	100	0.549	0.5217	0.5652	0.5954	0.6286	0.458	0.45	0.5906	0.521	0.6014	0.5581
svm ln lemma neg1	0	10	[2, 3]	124	0.5634	0.5811	0.5354	0.496	0.5891	0.6094	0.5303	0.4754	0.5833	0.6061	0.6277
svm ln lemma neg1	0	10	[2, 3]	150	0.5899	0.5882	0.5667	0.6269	0.5893	0.6809	0.6456	0.6013	0.5692	0.4909	0.5405
svm ln lemma neg1	0	10	[2, 3]	174	0.6059	0.6165	0.479	0.6331	0.5674	0.6714	0.7123	0.5541	0.5481	0.7248	0.5517
svm ln lemma neg1	0	10	[2, 3]	200	0.6244	0.625	0.6494	0.6531	0.5714	0.5652	0.624	0.6154	0.662	0.6259	0.6525
svm ln lemma freq	0	10	[1]	50	0.6112	0.6027	0.6486	0.6258	0.586	0.6275	0.6163	0.5714	0.6375	0.5694	0.6272
svm ln lemma freq	0	10	[1]	74	0.6151	0.6222	0.5733	0.6235	0.6627	0.6703	0.5556	0.5875	0.6582	0.6133	0.5839
svm ln lemma freq	0	10	[1]	100	0.6307	0.7261	0.6275	0.642	0.604	0.6347	0.5714	0.5195	0.596	0.6581	0.7273
svm ln lemma freq	0	10	[1]	124	0.6213	0.623	0.6707	0.6441	0.5823	0.6369	0.5113	0.6347	0.6358	0.6074	0.6667
svm ln lemma freq	0	10	[1]	150	0.6282	0.5839	0.6923	0.6581	0.5806	0.5658	0.5921	0.6632	0.6704	0.6667	0.6093
svm ln lemma freq	0	10	[1]	174	0.6157	0.5556	0.6627	0.6265	0.6	0.543	0.6667	0.6514	0.6795	0.5752	0.5963
svm ln lemma freq	0	10	[1]	200	0.6172	0.5714	0.6207	0.5786	0.5634	0.5839	0.6194	0.5875	0.6667	0.6829	0.6977
svm ln lemma freq	0	10	[1, 2]	50	0.639	0.6567	0.663	0.6667	0.6939	0.6331	0.6531	0.5634	0.568	0.6215	0.6708
svm ln lemma freq	0	10	[1, 2]	74	0.6781	0.6759	0.7075	0.6452	0.6986	0.6581	0.7047	0.6875	0.7011	0.6207	0.6818
svm ln lemma freq	0	10	[1, 2]	100	0.6619	0.6475	0.6854	0.6951	0.6437	0.6839	0.6065	0.6329	0.7059	0.6905	0.6275
svm ln lemma freq	0	10	[1, 2]	124	0.6817	0.6742	0.7285	0.7134	0.6475	0.7345	0.6792	0.6667	0.5844	0.7	0.6885
svm ln lemma freq	0	10	[1, 2]	150	0.6612	0.6933	0.6585	0.5921	0.7051	0.6627	0.6543	0.5976	0.6854	0.6667	0.6966
svm ln lemma freq	0	10	[1, 2]	174	0.6631	0.75	0.7303	0.6164	0.619	0.7349	0.6512	0.5823	0.6667	0.6573	0.6225
svm ln lemma freq	0	100	[1, 2]	200	0.6837	0.7108	0.7317	0.7456	0.6712	0.7159	0.6883	0.6329	0.6708	0.7059	0.5638
svm ln lemma freq	0	10	[1, 2, 3]	50	0.6525	0.6503	0.5921	0.7333	0.6826	0.6	0.7097	0.6463	0.6133	0.6093	0.6875
svm ln lemma freq	0	10	[1, 2, 3]	74	0.6673	0.7222	0.7108	0.6061	0.6621	0.671	0.6705	0.6447	0.6358	0.641	0.7089
svm ln lemma freq	0	10	[1, 2, 3]	100	0.6632	0.6225	0.7143	0.7209	0.7011	0.6	0.6957	0.6043	0.5655	0.7262	0.6818
svm ln lemma freq	0	10	[1, 2, 3]	124	0.6796	0.7349	0.6456	0.7296	0.5509	0.7273	0.6824	0.6275	0.7305	0.6849	0.6829
svm ln lemma freq	0	10	[1, 2, 3]	150	0.6566	0.5972	0.7241	0.6353	0.6629	0.6803	0.638	0.5957	0.7412	0.6131	0.6782
svm ln lemma freq	0	10	[1, 2, 3]	174	0.6764	0.6829	0.7067	0.6433	0.6909	0.6748	0.6272	0.6065	0.6622	0.7205	0.7486
svm ln lemma freq	0	10000	[1, 2, 3]	200	0.6709	0.6065	0.7568	0.7024	0.7397	0.5867	0.6832	0.6258	0.6203	0.7079	0.6795
svm ln lemma freq	0	10	[2, 3]	50	0.58	0.6286	0.5217	0.5352	0.6395	0.5373	0.6107	0.6165	0.5942	0.5315	0.5846
svm ln lemma freq	0	10	[2, 3]	74	0.5985	0.6707	0.6667	0.5103	0.512	0.5612	0.6099	0.6289	0.6369	0.6061	0.5827
svm ln lemma freq	0	10	[2, 3]	100	0.6144	0.6946	0.6127	0.6528	0.7073	0.5645	0.6225	0.6197	0.5231	0.5714	0.5753
svm ln lemma freq	0	10	[2, 3]	124	0.6146	0.6335	0.6164	0.6988	0.6335	0.6174	0.5946	0.675	0.507	0.6577	0.5124
svm ln lemma freq	0	10	[2, 3]	150	0.6321	0.637	0.6536	0.6176	0.6584	0.6	0.6706	0.6301	0.6667	0.6579	0.5294
svm ln lemma freq	0	10	[2, 3]	174	0.6609	0.7066	0.6506	0.6107	0.6712	0.6621	0.7248	0.6456	0.6809	0.6119	0.6447
svm ln lemma freq	0	10	[2, 3]	200	0.6455	0.7006	0.493	0.6029	0.6497	0.6494	0.695	0.7114	0.6087	0.7412	0.6027
svm ln pos posneg	0	10	[1]	50	0.5639	0.5915	0.4789	0.5785	0.4903	0.5067	0.6013	0.5974	0.6026	0.6145	0.5769
svm ln pos posneg	0	10	[1]	74	0.5761	0.586	0.6709	0.52	0.6154	0.5276	0.589	0.4521	0.5806	0.5986	0.6211
svm ln pos posneg	0	10	[1]	100	0.5676	0.6335	0.5605	0.5325	0.6026	0.4964	0.5806	0.5676	0.5244	0.6353	0.5424
svm ln pos posneg	0	10	[1]	124	0.5483	0.5862	0.5605	0.5443	0.4848	0.566	0.5128	0.5988	0.6173	0.473	0.5395
svm ln pos posneg	0	10	[1]	150	0.5551	0.646	0.5529	0.4698	0.6	0.5697	0.557	0.5316	0.5389	0.6024	0.4828
svm ln pos posneg	0	10	[1]	174	0.5471	0.519	0.4865	0.4966	0.5641	0.5488	0.5	0.6162	0.5989	0.6341	0.5072
svm ln pos posneg	0	10	[1]	200	0.5114	0.5548	0.4348	0.5223	0.5395	0.4459	0.5229	0.5868	0.5035	0.5	0.5031
svm ln pos posneg	0	10	[1, 2]	50	0.6012	0.655	0.596	0.5695	0.5904	0.5197	0.586	0.6216	0.5658	0.6526	0.655
svm ln pos posneg	0	10	[1, 2]	74	0.5797	0.5584	0.6184	0.439	0.5306	0.6235	0.5476	0.6923	0.5733	0.642	0.5714
svm ln pos posneg	0	10	[1, 2]	100	0.5972	0.6437	0.4636	0.604	0.6826	0.6286	0.5542	0.6115	0.52	0.6272	0.6369
svm ln pos posneg	0	10	[1, 2]	124	0.5882	0.566	0.6835	0.5695	0.5732	0.586	0.5311	0.5839	0.6292	0.5989	0.561
svm ln pos posneg	0	10	[1, 2]	150	0.6104	0.5663	0.6323	0.6065	0.5783	0.6267	0.6173	0.6631	0.5584	0.6289	0.6267
svm ln pos posneg	0	10	[1, 2]	174	0.5994	0.5875	0.6145	0.5714	0.5278	0.6163	0.6467	0.5677	0.6061	0.622	0.6341
svm ln pos posneg	0	10	[1, 2]	200	0.6066	0.6061	0.5578	0.6064	0.5526	0.5806	0.5402	0.6136	0.6875	0.6584	0.6626
svm ln pos posneg	0	100	[1, 2, 3]	50	0.5901	0.6065	0.6265	0.5101	0.6235	0.5753	0.5128	0.6592	0.5324	0.6347	0.6197
svm ln pos posneg	0	10	[1, 2, 3]	74	0.5811	0.5311	0.6541	0.5814	0.5967	0.5618	0.6127	0.6082	0.5	0.6065	0.5584
svm ln pos posneg	0	10	[1, 2, 3]	100	0.577	0.5548	0.5986	0.5509	0.517	0.5989	0.5455	0.6375	0.5641	0.6118	0.5906
svm ln pos posneg	0	10	[1, 2, 3]	124	0.5996	0.6265	0.5584	0.6347	0.5775	0.6258	0.6145	0.5912	0.557	0.5955	0.6154
svm ln pos posneg	0	100	[1, 2, 3]	150	0.5841	0.5443	0.4681	0.6404	0.6082	0.6832	0.5478	0.5405	0.5765	0.5655	0.6667
svm ln pos posneg	0	1000	[1, 2, 3]	174	0.5886	0.6771	0.6	0.6243	0.5649	0.5541	0.6026	0.5695	0.5965	0.4686	0.6289
svm ln pos posneg	0	100	[1, 2, 3]	200	0.5968	0.6467	0.5333	0.5584	0.5926	0.5976	0.6463	0.674	0.6154	0.6127	0.4906
svm ln pos posneg	0	10	[2, 3]	50	0.581	0.5753	0.5935	0.5309	0.6087	0.6056	0.4932	0.5376	0.5694	0.6748	0.6211
svm ln pos posneg	0	10	[2, 3]	74	0.558	0.6705	0.5035	0.4768	0.5897	0.5098	0.5031	0.5882	0.6234	0.5412	0.5734
svm ln pos posneg	0	10	[2, 3]	100	0.5822	0.6164	0.5972	0.6936	0.4968	0.6405	0.5455	0.5823	0.565	0.4967	0.5882
svm ln pos posneg	0	1000	[2, 3]	124	0.5642	0.4805	0.5385	0.6174	0.4626	0.6011	0.5366	0.6272	0.5468	0.6329	0.5988
svm ln pos posneg	0	10	[2, 3]	150	0.5707	0.6	0.6228	0.5157	0.5548	0.5513	0.6404	0.6173	0.5605	0.5379	0.5062
svm ln pos posneg	0	10	[2, 3]	174	0.582	0.4713	0.6038	0.619	0.6125	0.6335	0.6076	0.5904	0.6265	0.4	0.6556
svm ln pos posneg	0	10	[2, 3]	200	0.5803	0.6275	0.6012	0.5333	0.6386	0.5032	0.5876	0.6024	0.55	0.5532	0.6065
svm ln pos pos1	0	10	[1]	50	0.4965	0.4785	0.4179	0.5309	0.4795	0.52	0.4762	0.5195	0.5325	0.5442	0.4658
svm ln pos pos1	0	10	[1]	74	0.5214	0.503	0.5629	0.5409	0.5034	0.4521	0.5732	0.5625	0.4944	0.5614	0.4604
svm ln pos pos1	0	10	[1]	100	0.5135	0.5714	0.4539	0.4575	0.5031	0.4564	0.5424	0.5298	0.4615	0.5466	0.6127
svm ln pos pos1	0	10	[1]	124	0.5424	0.4675	0.5311	0.5772	0.6228	0.5563	0.6292	0.5	0.4878	0.5875	0.4643
svm ln pos pos1	0	10	[1]	150	0.5272	0.4878	0.4125	0.5033	0.5223	0.5278	0.5614	0.5833	0.5137	0.623	0.5366
svm ln pos pos1	0	10	[1]	174	0.5296	0.5309	0.5792	0.5244	0.5641	0.527	0.5333	0.5085	0.5157	0.506	0.5063
svm ln pos pos1	0	10	[1]	200	0.5078	0.4774	0.5963	0.5062	0.5207	0.4762	0.5478	0.5698	0.475	0.4698	0.4387
svm ln pos pos1	0	10	[1, 2]	50	0.5747	0.5294	0.5614	0.5605	0.5682	0.575	0.5697	0.6279	0.5443	0.5921	0.6182
